Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Delayed
1998,1,22,4,1344.0,1258,1749.0,1630,TW,306,N54345,185.0,152.0,122.0,79.0,46.0,STL,BOS,1046,9,54,0,,0,,,,,,Y
1998,10,8,4,1023.0,1017,1127.0,1126,US,660,N935VJ,64.0,69.0,48.0,1.0,6.0,DCA,BUF,296,3,13,0,,0,,,,,,Y
1998,7,17,5,1725.0,1720,1843.0,1831,US,1744,N396US,78.0,71.0,54.0,12.0,5.0,DCA,BDL,313,3,21,0,,0,,,,,,Y
1998,9,1,2,1545.0,1545,1720.0,1714,UA,841,N440UA,155.0,149.0,125.0,6.0,0.0,BOS,ORD,867,16,14,0,,0,,,,,,Y
1998,9,17,4,1549.0,1550,1801.0,1757,US,770,N860US,72.0,67.0,54.0,4.0,-1.0,BNA,CLT,329,6,12,0,,0,,,,,,Y
1998,5,6,3,2319.0,2120,45.0,2242,US,447,N853US,86.0,82.0,52.0,123.0,119.0,PHL,RDU,336,4,30,0,,0,,,,,,Y
1998,5,4,1,1350.0,1243,1732.0,1627,AA,1934,N2AJAA,162.0,164.0,142.0,65.0,67.0,DFW,DTW,987,7,13,0,,0,,,,,,Y
1998,6,6,6,1414.0,1416,1759.0,1756,AA,1474,N2CEAA,165.0,160.0,119.0,3.0,-2.0,DFW,GSO,999,4,42,0,,0,,,,,,Y
1998,10,15,4,858.0,900,1032.0,1025,UA,247,N1847U,154.0,145.0,119.0,7.0,-2.0,ORD,DEN,888,15,20,0,,0,,,,,,Y
1998,7,9,4,2343.0,2028,102.0,2151,HP,2586,N618AW,79.0,83.0,59.0,191.0,195.0,SFO,LAS,414,5,15,0,,0,,,,,,Y
1998,2,1,7,14.0,10,743.0,745,CO,1676,N14118,269.0,275.0,251.0,-2.0,4.0,LAS,EWR,2227,5,13,0,,0,,,,,,Y
1998,6,4,4,1449.0,1445,1710.0,1655,DL,900,N630DL,141.0,130.0,115.0,15.0,4.0,CVG,EWR,569,8,18,0,,0,,,,,,Y
1998,6,11,4,1756.0,1755,1902.0,1900,DL,1465,N637DL,66.0,65.0,45.0,2.0,1.0,LAS,LAX,236,9,12,0,,0,,,,,,Y
1998,8,27,4,941.0,941,1118.0,1117,AS,473,N974AS,97.0,96.0,75.0,1.0,0.0,SFO,PDX,550,3,19,0,,0,,,,,,Y
1998,10,6,2,1532.0,1532,1944.0,1931,AA,1520,N294AA,192.0,179.0,159.0,13.0,0.0,SLC,ORD,1249,19,14,0,,0,,,,,,Y
1998,2,8,7,2045.0,2000,2140.0,2055,WN,1386,N629,55.0,55.0,42.0,45.0,45.0,SJC,BUR,296,3,10,0,,0,,,,,,Y
1998,3,20,5,1611.0,1607,1817.0,1800,US,806,N251AU,126.0,113.0,107.0,17.0,4.0,FLL,CLT,631,5,14,0,,0,,,,,,Y
1998,11,29,7,2002.0,2000,2330.0,2330,NW,260,N305US,148.0,150.0,123.0,0.0,2.0,MEM,EWR,946,9,16,0,,0,,,,,,Y
1998,5,8,5,2105.0,2010,2205.0,2119,NW,1817,N608NW,60.0,69.0,42.0,46.0,55.0,MEM,STL,256,6,12,0,,0,,,,,,Y
1998,9,14,1,1057.0,1055,1205.0,1206,US,855,N605AU,68.0,71.0,47.0,-1.0,2.0,CLT,JAX,329,6,15,0,,0,,,,,,Y
1998,7,8,3,1133.0,1135,1410.0,1404,DL,1708,N918DL,157.0,149.0,137.0,6.0,-2.0,PBI,CVG,892,5,15,0,,0,,,,,,Y
1998,4,22,3,1628.0,1615,1648.0,1635,WN,923,N387,140.0,140.0,124.0,13.0,13.0,OKC,PHX,833,8,8,0,,0,,,,,,Y
1998,4,16,4,1544.0,1500,2119.0,2051,UA,114,N404UA,215.0,231.0,188.0,28.0,44.0,LAX,ORD,1745,9,18,0,,0,,,,,,Y
1998,1,9,5,844.0,0,1219.0,0,AA,2092,N618AA,155.0,163.0,136.0,34.0,42.0,DFW,DCA,1192,6,13,0,,0,,,,,,Y
1998,10,27,2,1026.0,1022,1656.0,1631,UA,1204,N330UA,270.0,249.0,244.0,25.0,4.0,SJC,ORD,1829,4,22,0,,0,,,,,,Y
1998,2,6,5,2019.0,2011,2139.0,2138,TW,409,N64339,80.0,87.0,52.0,1.0,8.0,STL,TUL,351,4,24,0,,0,,,,,,Y
1998,10,7,3,1201.0,1200,1453.0,1449,AA,745,N536AA,232.0,229.0,193.0,4.0,1.0,LGA,DFW,1389,17,22,0,,0,,,,,,Y
1998,6,23,2,1000.0,950,1111.0,1059,HP,2823,N634AW,71.0,69.0,53.0,12.0,10.0,SAN,PHX,304,6,12,0,,0,,,,,,Y
1998,11,11,3,1002.0,1005,1158.0,1155,US,2679,N248US,176.0,170.0,156.0,3.0,-3.0,BWI,MSY,998,8,12,0,,0,,,,,,Y
1998,1,1,4,652.0,610,944.0,903,DL,511,N763DL,112.0,113.0,77.0,41.0,42.0,ORD,ATL,606,6,29,0,,0,,,,,,Y
1998,5,1,5,1528.0,1455,1757.0,1733,TW,764,N9413T,149.0,158.0,132.0,24.0,33.0,PBI,JFK,1028,9,8,0,,0,,,,,,Y
1998,8,14,5,1708.0,1655,1935.0,1926,DL,1184,N677DL,87.0,91.0,71.0,9.0,13.0,SMF,SLC,532,7,9,0,,0,,,,,,Y
1998,12,27,7,1008.0,1008,1214.0,1155,HP,2485,N186AW,126.0,107.0,87.0,19.0,0.0,PHX,DEN,602,5,34,0,,0,,,,,,Y
1998,2,18,3,712.0,715,822.0,820,UA,2178,N928UA,130.0,125.0,101.0,2.0,-3.0,PHX,SFO,651,12,17,0,,0,,,,,,Y
1998,2,5,4,1600.0,1600,1732.0,1724,AA,633,N127AA,212.0,204.0,167.0,8.0,0.0,DFW,LAX,1235,13,32,0,,0,,,,,,Y
1998,9,14,1,1326.0,1320,1611.0,1612,UA,1838,N989UA,105.0,112.0,91.0,-1.0,6.0,ORD,RIC,642,4,10,0,,0,,,,,,Y
1998,12,26,6,1413.0,1415,1547.0,1546,NW,862,N607NW,94.0,91.0,74.0,1.0,-2.0,MEM,OKC,432,5,15,0,,0,,,,,,Y
1998,12,2,3,1612.0,1535,1807.0,1725,DL,219,N728DA,295.0,290.0,261.0,42.0,37.0,ATL,SFO,2139,6,28,0,,0,,,,,,Y
1998,12,30,3,1201.0,1200,1255.0,1314,CO,1551,N12508,114.0,134.0,98.0,-19.0,1.0,ATL,IAH,689,6,10,0,,0,,,,,,Y
1998,7,6,1,749.0,740,908.0,900,WN,1008,N686,79.0,80.0,65.0,8.0,9.0,LAX,TUS,451,3,11,0,,0,,,,,,Y
1998,7,6,1,1901.0,1903,2236.0,2229,CO,1858,N16893,155.0,146.0,131.0,7.0,-2.0,IAH,FLL,965,4,20,0,,0,,,,,,Y
1998,7,1,3,2050.0,2050,2231.0,2225,HP,398,N166AW,221.0,215.0,207.0,6.0,0.0,MKE,LAS,1524,4,10,0,,0,,,,,,Y
1998,5,28,4,1046.0,1042,1214.0,1215,AA,1647,N2CYAA,88.0,93.0,71.0,-1.0,4.0,DFW,MCI,460,4,13,0,,0,,,,,,Y
1998,10,14,3,1905.0,1850,2242.0,2210,NW,1046,N3324L,157.0,140.0,118.0,32.0,15.0,MSP,CLT,930,4,35,0,,0,,,,,,Y
1998,8,3,1,1648.0,1515,1747.0,1615,WN,788,N320,59.0,60.0,45.0,92.0,93.0,LAS,SAN,258,2,12,0,,0,,,,,,Y
1998,11,11,3,2214.0,2210,2318.0,2311,DL,1257,N102DA,124.0,121.0,97.0,7.0,4.0,SLC,PDX,630,4,23,0,,0,,,,,,Y
1998,8,7,5,2108.0,2050,2238.0,2236,DL,2123,N659DL,270.0,286.0,250.0,2.0,18.0,CVG,SFO,2036,7,13,0,,0,,,,,,Y
1998,8,20,4,922.0,920,1001.0,1001,AA,1009,N248AA,159.0,161.0,128.0,0.0,2.0,DFW,LAS,1055,6,25,0,,0,,,,,,Y
1998,8,20,4,709.0,705,754.0,756,NW,610,N925US,45.0,51.0,36.0,-2.0,4.0,DLH,MSP,144,4,5,0,,0,,,,,,Y
1998,4,5,7,800.0,800,1121.0,1109,TW,15,N650TW,381.0,369.0,350.0,12.0,0.0,JFK,LAX,2475,12,19,0,,0,,,,,,Y
1998,3,18,3,1647.0,1450,1656.0,1503,DL,1230,N511DA,69.0,73.0,45.0,113.0,117.0,CVG,ORD,264,6,18,0,,0,,,,,,Y
1998,7,17,5,1857.0,1840,2138.0,2124,US,1229,N507AU,101.0,104.0,77.0,14.0,17.0,ORD,CLT,599,10,14,0,,0,,,,,,Y
1998,5,15,5,1142.0,1035,1226.0,1120,NW,296,N916RW,44.0,45.0,27.0,66.0,67.0,DTW,GRR,120,6,11,0,,0,,,,,,Y
1998,9,30,3,2256.0,2205,28.0,2323,HP,2644,N308AW,92.0,78.0,60.0,65.0,51.0,SFO,LAS,414,12,20,0,,0,,,,,,Y
1998,1,14,3,1618.0,1610,1911.0,1757,DL,1061,N238WA,173.0,107.0,149.0,74.0,8.0,PIT,ATL,526,7,17,0,,0,,,,,,Y
1998,3,13,5,1752.0,1745,2115.0,2105,DL,1099,N616DL,323.0,320.0,294.0,10.0,7.0,BOS,SLC,2105,7,22,0,,0,,,,,,Y
1998,2,12,4,1603.0,1345,1803.0,1555,NW,1778,N777NC,60.0,70.0,47.0,128.0,138.0,MKE,DTW,238,4,9,0,,0,,,,,,Y
1998,8,3,1,639.0,645,920.0,917,AA,1220,N433AA,101.0,92.0,70.0,3.0,-6.0,ORD,ROC,528,8,23,0,,0,,,,,,Y
1998,9,21,1,1447.0,1410,1816.0,1802,AA,1144,N548AA,149.0,172.0,128.0,14.0,37.0,DFW,PIT,1068,9,12,0,,0,,,,,,Y
1998,8,10,1,556.0,600,719.0,716,US,1435,N784AU,83.0,76.0,67.0,3.0,-4.0,BWI,CLT,361,5,11,0,,0,,,,,,Y
1998,6,24,3,1557.0,1525,1642.0,1605,UA,2319,N919UA,105.0,100.0,89.0,37.0,32.0,BOI,SFO,522,8,8,0,,0,,,,,,Y
1998,11,2,1,1558.0,1435,1922.0,1817,NW,556,N314RC,144.0,162.0,123.0,65.0,83.0,MSP,LGA,1020,9,12,0,,0,,,,,,Y
1998,7,19,7,1753.0,1740,1759.0,1745,WN,398,N691,66.0,65.0,53.0,14.0,13.0,SDF,STL,254,2,11,0,,0,,,,,,Y
1998,2,17,2,1042.0,1005,1343.0,1323,CO,1551,N18612,241.0,258.0,225.0,20.0,37.0,BOS,IAH,1597,3,13,0,,0,,,,,,Y
1998,3,19,4,831.0,830,1605.0,1607,UA,178,N413UA,274.0,277.0,258.0,-2.0,1.0,PDX,IAD,2327,6,10,0,,0,,,,,,Y
1998,12,7,1,806.0,0,959.0,0,AA,1017,N639AA,173.0,167.0,134.0,4.0,-2.0,TPA,DFW,929,29,10,0,,0,,,,,,Y
1998,6,23,2,1802.0,1800,2204.0,2040,UA,29,N443UA,422.0,340.0,329.0,84.0,2.0,PHL,LAX,2401,25,68,0,,0,,,,,,Y
1998,3,6,5,1705.0,1620,1834.0,1729,DL,1778,N420DA,89.0,69.0,57.0,65.0,45.0,SLC,BZN,347,3,29,0,,0,,,,,,Y
1998,7,11,6,927.0,925,1036.0,1034,US,1931,N858US,69.0,69.0,52.0,2.0,2.0,PIT,RDU,328,3,14,0,,0,,,,,,Y
1998,6,13,6,1753.0,1740,1942.0,1935,DL,454,N720DA,109.0,115.0,78.0,7.0,13.0,ATL,FLL,581,4,27,0,,0,,,,,,Y
1998,5,18,1,1016.0,1015,1132.0,1125,UA,643,N524UA,136.0,130.0,104.0,7.0,1.0,EWR,ORD,719,5,27,0,,0,,,,,,Y
1998,5,1,5,1018.0,1005,1122.0,1114,US,1950,N269AU,64.0,69.0,47.0,8.0,13.0,DCA,SYR,298,4,13,0,,0,,,,,,Y
1998,8,25,2,917.0,912,1058.0,1110,CO,1699,N59630,101.0,118.0,86.0,-12.0,5.0,BNA,IAH,657,6,9,0,,0,,,,,,Y
1998,10,28,3,1846.0,1845,2136.0,2137,UA,532,N7297U,110.0,112.0,88.0,-1.0,1.0,ORD,ORF,717,2,20,0,,0,,,,,,Y
1998,10,7,3,1022.0,1020,1451.0,1452,CO,1800,N17344,149.0,152.0,125.0,-1.0,2.0,PHX,IAH,1009,5,19,0,,0,,,,,,Y
1998,12,21,1,1535.0,1513,1806.0,1743,AS,621,N771AS,151.0,150.0,132.0,23.0,22.0,LAS,SEA,866,4,15,0,,0,,,,,,Y
1998,8,11,2,2202.0,2150,2325.0,2311,US,681,N404US,83.0,81.0,60.0,14.0,12.0,PIT,BDL,406,5,18,0,,0,,,,,,Y
1998,10,22,4,1140.0,1145,1439.0,1435,DL,2476,N306DL,179.0,170.0,159.0,4.0,-5.0,MCO,BOS,1121,9,11,0,,0,,,,,,Y
1998,11,15,7,1740.0,1725,1900.0,1850,WN,1714,N609,80.0,85.0,66.0,10.0,15.0,SMF,PDX,479,4,10,0,,0,,,,,,Y
1998,1,5,1,1258.0,0,1630.0,0,AA,1580,N593AA,152.0,163.0,130.0,0.0,11.0,DFW,RDU,1062,2,20,0,,0,,,,,,Y
1998,7,11,6,1227.0,1225,1716.0,1734,UA,920,N787UA,169.0,189.0,156.0,-18.0,2.0,DEN,IAD,1452,3,10,0,,0,,,,,,Y
1998,1,24,6,800.0,800,918.0,915,WN,991,N627,78.0,75.0,72.0,3.0,0.0,ONT,SMF,389,3,3,0,,0,,,,,,Y
1998,12,22,2,802.0,800,1138.0,1141,UA,1206,N566UA,156.0,161.0,142.0,-3.0,2.0,ORD,RSW,1120,2,12,0,,0,,,,,,Y
1998,10,12,1,1859.0,1858,2215.0,2228,TW,204,N907TW,136.0,150.0,109.0,-13.0,1.0,STL,TPA,869,5,22,0,,0,,,,,,Y
1998,11,3,2,710.0,710,826.0,825,WN,291,N387,76.0,75.0,64.0,1.0,0.0,LAX,SMF,373,2,10,0,,0,,,,,,Y
1998,4,8,3,1700.0,1630,1828.0,1758,CO,1653,N10251,88.0,88.0,73.0,30.0,30.0,TUL,IAH,429,5,10,0,,0,,,,,,Y
1998,2,10,2,2123.0,2120,2128.0,2130,DL,1677,N937DL,65.0,70.0,50.0,-2.0,3.0,ATL,PNS,272,3,12,0,,0,,,,,,Y
1998,3,30,1,843.0,840,1004.0,1015,DL,954,N938DL,141.0,155.0,116.0,-11.0,3.0,ATL,MSP,906,4,21,0,,0,,,,,,Y
1998,2,16,1,819.0,820,1331.0,1328,NW,158,N144JC,192.0,188.0,170.0,3.0,-1.0,SEA,MSP,1399,9,13,0,,0,,,,,,Y
1998,10,3,6,730.0,725,1208.0,1201,NW,570,N330NW,218.0,216.0,191.0,7.0,5.0,MSP,MIA,1501,5,22,0,,0,,,,,,Y
1998,2,14,6,1339.0,1231,1539.0,1357,AA,1223,N5DFAA,240.0,206.0,209.0,102.0,68.0,DFW,LAX,1235,7,24,0,,0,,,,,,Y
1998,9,8,2,1104.0,1105,1302.0,1243,DL,517,N903DE,118.0,98.0,93.0,19.0,-1.0,RIC,ATL,481,8,17,0,,0,,,,,,Y
1998,12,13,7,1855.0,1855,2229.0,2214,AS,710,N965AS,154.0,139.0,137.0,15.0,0.0,PDX,PHX,1009,3,14,0,,0,,,,,,Y
1998,10,16,5,1212.0,1145,1328.0,1300,WN,928,N522,76.0,75.0,65.0,28.0,27.0,SNA,OAK,371,3,8,0,,0,,,,,,Y
1998,3,5,4,1140.0,1130,1333.0,1325,DL,522,N929DL,113.0,115.0,98.0,8.0,10.0,ATL,LGA,761,5,10,0,,0,,,,,,Y
1998,6,18,4,813.0,809,1300.0,1301,UA,1186,N305UA,167.0,172.0,151.0,-1.0,4.0,DEN,ATL,1199,5,11,0,,0,,,,,,Y
1998,3,23,1,1630.0,1625,1704.0,1700,WN,370,N645,94.0,95.0,80.0,4.0,5.0,DAL,ELP,562,2,12,0,,0,,,,,,Y
1998,1,30,5,1546.0,1545,1708.0,1704,DL,179,N723DA,202.0,199.0,159.0,4.0,1.0,DFW,LAX,1235,11,32,0,,0,,,,,,Y
1998,6,29,1,844.0,745,1026.0,905,WN,1501,N371,102.0,80.0,92.0,81.0,59.0,OAK,SAN,446,2,8,0,,0,,,,,,Y
1998,1,9,5,1155.0,1155,1436.0,1427,AS,534,N773AS,161.0,152.0,144.0,9.0,0.0,SEA,SAN,1050,3,14,0,,0,,,,,,Y
1998,2,17,2,1207.0,1215,1412.0,1358,US,1763,N963VJ,125.0,103.0,96.0,14.0,-8.0,PIT,ATL,526,4,25,0,,0,,,,,,Y
1998,8,8,6,2227.0,2205,2334.0,2329,AA,2099,N599AA,187.0,204.0,170.0,5.0,22.0,DFW,RNO,1345,6,11,0,,0,,,,,,Y
1998,11,23,1,1711.0,1710,1945.0,1928,NW,157,N148US,214.0,198.0,195.0,17.0,1.0,BOS,MSP,1124,4,15,0,,0,,,,,,Y
1998,7,7,2,1154.0,1155,1733.0,1731,TW,576,N950U,219.0,216.0,201.0,2.0,-1.0,RNO,STL,1574,9,9,0,,0,,,,,,Y
1998,4,29,3,911.0,905,1111.0,1114,NW,351,N517US,240.0,249.0,220.0,-3.0,6.0,MSP,SFO,1589,5,15,0,,0,,,,,,Y
1998,5,18,1,810.0,800,1219.0,1156,CO,1042,N17410,189.0,176.0,153.0,23.0,10.0,IAH,BWI,1235,3,33,0,,0,,,,,,Y
1998,7,26,7,1131.0,1057,1223.0,1218,AA,1653,N482AA,172.0,201.0,153.0,5.0,34.0,DFW,LAX,1235,7,12,0,,0,,,,,,Y
1998,3,17,2,1209.0,1210,1544.0,1502,DL,443,N987DL,155.0,112.0,135.0,42.0,-1.0,ORD,ATL,606,6,14,0,,0,,,,,,Y
1998,1,18,7,1455.0,1450,1727.0,1725,WN,1495,N95,92.0,95.0,82.0,2.0,5.0,MSY,MCO,550,5,5,0,,0,,,,,,Y
1998,8,20,4,955.0,945,1050.0,1045,WN,10,N622,55.0,60.0,48.0,5.0,10.0,DAL,MAF,319,2,5,0,,0,,,,,,Y
1998,2,18,3,950.0,950,1058.0,1045,WN,1052,N354,128.0,115.0,107.0,13.0,0.0,SLC,PDX,630,3,18,0,,0,,,,,,Y
1998,8,7,5,841.0,840,1009.0,1005,UA,2305,N932UA,88.0,85.0,63.0,4.0,1.0,SFO,LAS,414,5,20,0,,0,,,,,,Y
1998,10,1,4,822.0,825,952.0,946,DL,1271,N977DL,90.0,81.0,56.0,6.0,-3.0,ATL,DAB,366,6,28,0,,0,,,,,,Y
1998,4,16,4,1815.0,1811,2152.0,2116,AA,1459,N070AA,217.0,185.0,135.0,36.0,4.0,JFK,MIA,1090,6,76,0,,0,,,,,,Y
1998,8,10,1,1916.0,1900,1938.0,1923,UA,403,N7256U,82.0,83.0,66.0,15.0,16.0,OMA,DEN,472,6,10,0,,0,,,,,,Y
1998,8,25,2,2050.0,2050,2235.0,2225,HP,398,N154AW,225.0,215.0,210.0,10.0,0.0,MKE,LAS,1524,5,10,0,,0,,,,,,Y
1998,5,6,3,1515.0,1515,1612.0,1610,WN,42,N702,57.0,55.0,45.0,2.0,0.0,HRL,HOU,276,6,6,0,,0,,,,,,Y
1998,5,2,6,2020.0,2017,2128.0,2131,AA,1326,N843AA,68.0,74.0,40.0,-3.0,3.0,DFW,TUL,237,5,23,0,,0,,,,,,Y
1998,9,14,1,1250.0,1245,1405.0,1406,UA,255,N774UA,135.0,141.0,116.0,-1.0,5.0,ORD,DEN,888,3,16,0,,0,,,,,,Y
1998,7,13,1,757.0,756,1318.0,1330,AA,1222,N226AA,201.0,214.0,180.0,-12.0,1.0,SJC,DFW,1438,11,10,0,,0,,,,,,Y
1998,6,10,3,958.0,953,1243.0,1233,UA,1877,N420UA,165.0,160.0,134.0,10.0,5.0,SEA,LAX,954,10,21,0,,0,,,,,,Y
1998,8,27,4,1400.0,1350,1531.0,1511,AS,75,N771AS,151.0,141.0,128.0,20.0,10.0,SEA,JNU,909,5,18,0,,0,,,,,,Y
1998,8,7,5,1543.0,1535,1649.0,1649,CO,1685,N58606,126.0,134.0,95.0,0.0,8.0,EWR,IND,644,7,24,0,,0,,,,,,Y
1998,11,16,1,1855.0,1834,2053.0,2012,TW,331,N908TW,118.0,98.0,85.0,41.0,21.0,STL,MSP,449,4,29,0,,0,,,,,,Y
1998,11,17,2,907.0,905,1120.0,1122,NW,265,N503US,133.0,137.0,104.0,-2.0,2.0,BOS,DTW,632,15,14,0,,0,,,,,,Y
1998,6,9,2,917.0,915,1007.0,1011,AA,1397,N2ABAA,50.0,56.0,34.0,-4.0,2.0,DFW,OKC,175,4,12,0,,0,,,,,,Y
1998,10,30,5,941.0,945,1052.0,1046,UA,1689,N976UA,131.0,121.0,117.0,6.0,-4.0,AUS,DEN,775,4,10,0,,0,,,,,,Y
1998,3,23,1,1820.0,1820,2015.0,2005,HP,2491,N138AW,115.0,105.0,92.0,10.0,0.0,PHX,DEN,602,5,18,0,,0,,,,,,Y
1998,4,6,1,1612.0,1535,1810.0,1731,DL,633,N762DA,238.0,236.0,211.0,39.0,37.0,ATL,SLC,1589,5,22,0,,0,,,,,,Y
1998,9,2,3,1534.0,1530,2359.0,2340,US,20,N506AU,325.0,310.0,297.0,19.0,4.0,LAX,PHL,2401,4,24,0,,0,,,,,,Y
1998,4,5,7,1643.0,1620,1932.0,1930,CO,119,N70353,229.0,250.0,218.0,2.0,23.0,BOS,IAH,1597,3,8,0,,0,,,,,,Y
1998,11,16,1,2130.0,2100,2331.0,2245,DL,1607,N900PC,121.0,105.0,97.0,46.0,30.0,DCA,ATL,547,11,13,0,,0,,,,,,Y
1998,5,11,1,1945.0,1945,2039.0,2035,WN,1729,N368,54.0,50.0,37.0,4.0,0.0,SEA,GEG,224,2,15,0,,0,,,,,,Y
1998,6,30,2,2022.0,1820,2139.0,1938,US,1565,N806US,77.0,78.0,59.0,121.0,122.0,ORF,PIT,330,9,9,0,,0,,,,,,Y
1998,1,8,4,1001.0,850,1439.0,1246,UA,1518,N903UA,218.0,176.0,191.0,113.0,71.0,SLC,ORD,1249,9,18,0,,0,,,,,,Y
1998,1,28,3,2038.0,2030,2335.0,2324,UA,1018,N541UA,117.0,114.0,99.0,11.0,8.0,ORD,EWR,719,5,13,0,,0,,,,,,Y
1998,6,29,1,2039.0,2000,48.0,8,HP,2169,N181AW,129.0,128.0,116.0,40.0,39.0,PHX,SAT,843,3,10,0,,0,,,,,,Y
1998,4,17,5,923.0,806,1106.0,953,US,306,N822US,103.0,107.0,92.0,73.0,77.0,ROC,CLT,573,5,6,0,,0,,,,,,Y
1998,10,9,5,1745.0,1635,1846.0,1740,WN,512,N383,61.0,65.0,48.0,66.0,70.0,SJC,ONT,333,4,9,0,,0,,,,,,Y
1998,8,16,7,908.0,900,1555.0,1606,HP,610,N332AW,227.0,246.0,205.0,-11.0,8.0,PHX,ATL,1587,5,17,0,,0,,,,,,Y
1998,12,25,5,1607.0,1605,1721.0,1713,UA,1285,N952UA,134.0,128.0,115.0,8.0,2.0,AUS,DEN,775,8,11,0,,0,,,,,,Y
1998,7,14,2,1747.0,1718,2216.0,2145,AA,550,N870AA,209.0,207.0,170.0,31.0,29.0,DFW,EWR,1372,6,33,0,,0,,,,,,Y
1998,6,17,3,857.0,855,1133.0,1137,DL,1915,N244WA,96.0,102.0,81.0,-4.0,2.0,MSP,CVG,596,8,7,0,,0,,,,,,Y
1998,2,18,3,631.0,630,750.0,758,NW,1082,N761NC,79.0,88.0,68.0,-8.0,1.0,HOU,MEM,484,5,6,0,,0,,,,,,Y
1998,5,15,5,1310.0,1310,1737.0,1730,DL,2062,N913DE,207.0,200.0,174.0,7.0,0.0,DFW,LGA,1389,9,24,0,,0,,,,,,Y
1998,4,27,1,1633.0,1630,1735.0,1732,UA,400,N7271U,62.0,62.0,37.0,3.0,3.0,IND,ORD,177,9,16,0,,0,,,,,,Y
1998,5,28,4,1436.0,1425,1530.0,1521,US,592,N394US,54.0,56.0,39.0,9.0,11.0,PIT,AVP,243,2,13,0,,0,,,,,,Y
1998,12,28,1,1447.0,1446,1919.0,1922,AA,1594,N413AA,152.0,156.0,126.0,-3.0,1.0,LAS,DFW,1055,14,12,0,,0,,,,,,Y
1998,12,7,1,1554.0,0,1645.0,0,AA,1669,N294AA,51.0,51.0,39.0,4.0,4.0,HOU,AUS,148,3,9,0,,0,,,,,,Y
1998,9,29,2,1247.0,1250,1548.0,1544,NW,1538,N8920E,121.0,114.0,98.0,4.0,-3.0,BHM,DTW,625,14,9,0,,0,,,,,,Y
1998,8,29,6,1219.0,1136,1447.0,1409,AS,190,N763AS,148.0,153.0,128.0,38.0,43.0,SEA,LAX,954,5,15,0,,0,,,,,,Y
1998,9,15,2,1616.0,1615,1906.0,1906,DL,792,N966DL,170.0,171.0,145.0,0.0,1.0,FLL,LGA,1076,9,16,0,,0,,,,,,Y
1998,6,28,7,748.0,745,1058.0,1105,TW,324,N54333,130.0,140.0,114.0,-7.0,3.0,STL,MCO,880,2,14,0,,0,,,,,,Y
1998,2,19,4,1055.0,1055,1113.0,1106,DL,796,N935DL,78.0,71.0,52.0,7.0,0.0,CVG,ORD,264,7,19,0,,0,,,,,,Y
1998,11,29,7,1142.0,1135,1356.0,1329,NW,199,N357NW,254.0,234.0,224.0,27.0,7.0,MSP,SAN,1532,2,28,0,,0,,,,,,Y
1998,7,20,1,1819.0,1730,2043.0,2005,AA,489,N312AA,264.0,275.0,232.0,38.0,49.0,ORD,SFO,1846,2,30,0,,0,,,,,,Y
1998,4,5,7,1332.0,1330,1618.0,1626,UA,1032,N323UA,106.0,116.0,95.0,-8.0,2.0,ORD,ORF,717,4,7,0,,0,,,,,,Y
1998,10,4,7,1746.0,1747,1835.0,1830,AS,66,N799AS,49.0,43.0,39.0,5.0,-1.0,YAK,JNU,199,3,7,0,,0,,,,,,Y
1998,11,28,6,1234.0,1143,1359.0,1313,AA,769,N276AA,145.0,150.0,126.0,46.0,51.0,DFW,PHX,868,3,16,0,,0,,,,,,Y
1998,7,26,7,1250.0,1250,1524.0,1453,DL,2056,N8882Z,94.0,63.0,70.0,31.0,0.0,BHM,ATL,134,4,20,0,,0,,,,,,Y
1998,7,16,4,1640.0,1640,1803.0,1754,TW,232,N971Z,83.0,74.0,71.0,9.0,0.0,LNK,STL,370,5,7,0,,0,,,,,,Y
1998,5,21,4,922.0,917,1011.0,1016,AA,1433,N506AA,109.0,119.0,90.0,-5.0,5.0,DFW,DEN,641,7,12,0,,0,,,,,,Y
1998,2,17,2,1249.0,1100,1502.0,1310,WN,952,N628,73.0,70.0,60.0,112.0,109.0,LAX,PHX,370,3,10,0,,0,,,,,,Y
1998,2,6,5,1938.0,1920,2055.0,2046,NW,220,N1799U,77.0,86.0,59.0,9.0,18.0,MCI,MSP,393,8,10,0,,0,,,,,,Y
1998,12,27,7,1722.0,1652,2002.0,1936,AA,863,N246AA,160.0,164.0,124.0,26.0,30.0,MSP,DFW,852,9,27,0,,0,,,,,,Y
1998,6,5,5,1842.0,1830,2045.0,2038,DL,574,N540DA,123.0,128.0,97.0,7.0,12.0,ATL,LGA,761,11,15,0,,0,,,,,,Y
1998,8,20,4,954.0,950,1108.0,1116,UA,2505,N929UA,74.0,86.0,60.0,-8.0,4.0,SMF,LAX,373,5,9,0,,0,,,,,,Y
1998,3,29,7,1635.0,1637,1749.0,1737,AA,200,N501AA,74.0,60.0,45.0,12.0,-2.0,AUS,DFW,190,15,14,0,,0,,,,,,Y
